"","lon","lat"
"687",-75.4061351,43.0520616
"688",-93.164807,44.965946
"689",-78.4610298,37.2403758
"690",-72.5322956,42.325559
"691",-76.3343603,37.0228392
"692",-91.3906931,39.7273645
"693",-85.4623681,38.7192502
"694",-75.3120465,40.0209749
"695",-99.7349328,32.4776324
"696",-91.7261195,35.248876
"697",-87.6344803,41.8821863
"698",-76.8803276,40.2619506
"699",-86.1476289,39.7671779
"700",-72.7077092,41.7698571
"701",-75.0728868,42.4573534
"702",-71.1166601,42.3770029
"703",-117.7104699,34.1060817
"704",-98.3732874,40.5904193
"705",-75.305318,40.0066524
"706",-157.8476115,21.295086
"707",-157.8596042,21.3104378
"708",-92.8049482,45.3750817
"709",-87.760724,42.0108542
"710",35.2234326,31.7760667
"711",-83.1664075,41.1143037
"712",-73.9433766,40.8025896
"713",-71.1262841,42.3169836
"714",-92.4420118,35.1000469
"715",-78.6131877,35.2679128
"716",-87.6629836,34.8561377
"717",-105.061729,39.782498
"718",-120.3947462,46.373833
"719",-89.2917184,43.1440979
"720",-97.4328058,38.1334128
"721",-79.9950397,35.9732327
"722",-78.8214343,42.7536002
"723",-97.4909672,35.3007293
"724",-81.1439525,41.3107322
"725",-84.3653372,35.5585222
"726",-76.9844868,42.8591531
"727",-80.1317769,27.0662848
"728",-81.7399007,26.2764603
"729",-73.5985336,40.7165676
"730",-74.144261,40.810769
"731",-79.9430537,37.3547884
"732",-72.6483784,41.6080992
"733",-71.8052464,42.2378888
"734",-74.9882139,40.0610159
"735",-122.186495,37.80249
"736",-77.4202024,39.4213829
"737",-80.4801011,35.6444311
"738",-86.1023574,42.7871797
"739",-117.8856392,33.8764346
"740",-106.5515583,39.618733
"741",-78.1567718,42.4266996
"742",-95.5153322,29.6952888
"743",-95.4486797,29.6735832
"744",-98.986007,31.716101
"745",-77.0194377,38.9226843
"746",-66.025471,18.236301
"747",-71.0706403,42.3699207
"748",-65.8268272,18.1482808
"749",-121.316155,38.010932
"750",-86.2863163,32.3504918
"751",-82.44331,38.419781
"752",-85.4998244,40.8990177
"753",-86.594623,34.750345
"754",-75.1485049,39.9498567
"755",-68.7914302,44.8272366
"756",-97.7223212,30.2645512
"757",-104.814215,38.930998
"758",-73.9528508,40.7895827
"759",-118.22494,33.9774746
"760",-67.144869,18.202434
"761",-77.211133,38.833553
"762",-104.96059,39.675741
"763",-90.24675,39.730211
